기준일ID,시간대구분,자치구코드,총생활인구수
20240605,00,11110,204218.2552
20240605,00,11140,175229.3425
20240605,00,11170,240917.2619
20240605,00,11200,324656.1812
20240605,00,11215,369527.6706
20240605,00,11230,354393.1101
20240605,00,11260,365058.744
20240605,00,11290,443865.1304
20240605,00,11305,288690.2014
20240605,00,11320,273070.5583
20240605,00,11350,506172.7886
20240605,00,11380,458503.2352
20240605,00,11410,351494.8191
20240605,00,11440,413013.1354
20240605,00,11470,384378.5634
20240605,00,11500,545606.8376
20240605,00,11530,390198.8944
20240605,00,11545,203802.3626
20240605,00,11560,421026.8664
20240605,00,11590,398734.5405
20240605,00,11620,498819.0356
20240605,00,11650,470744.9035
20240605,00,11680,686500.5848
20240605,00,11710,722637.4629
20240605,00,11740,528493.8419
20240605,01,11110,201934.4977
20240605,01,11140,171818.3414
20240605,01,11170,235950.6183
20240605,01,11200,324682.7095
20240605,01,11215,368260.5619
20240605,01,11230,355470.1316
20240605,01,11260,366130.2043
20240605,01,11290,444264.1769
20240605,01,11305,289365.9406
20240605,01,11320,274111.3523
20240605,01,11350,506608.8179
20240605,01,11380,459580.3449
20240605,01,11410,350560.8763
20240605,01,11440,408214.5753
20240605,01,11470,385433.1727
20240605,01,11500,545125.0938
20240605,01,11530,390130.2868
20240605,01,11545,203929.2015
20240605,01,11560,421091.1467
20240605,01,11590,400998.4757
20240605,01,11620,499643.653
20240605,01,11650,469071.6351
20240605,01,11680,686320.0092
20240605,01,11710,717775.3383
20240605,01,11740,533705.9202
20240605,02,11110,200640.4804
20240605,02,11140,172586.7322
20240605,02,11170,236973.8624
20240605,02,11200,317772.1293
20240605,02,11215,368500.3716
20240605,02,11230,356027.4332
20240605,02,11260,366967.444
20240605,02,11290,444634.3482
20240605,02,11305,289562.2034
20240605,02,11320,274697.2715
20240605,02,11350,506756.2881
20240605,02,11380,460150.1747
20240605,02,11410,350540.4739
20240605,02,11440,407021.7419
20240605,02,11470,385750.8106
20240605,02,11500,545697.9647
20240605,02,11530,389888.1989
20240605,02,11545,204106.7011
20240605,02,11560,419175.33
20240605,02,11590,401183.9632
20240605,02,11620,500459.7121
20240605,02,11650,467431.5334
20240605,02,11680,683579.1888
20240605,02,11710,717604.1796
20240605,02,11740,533469.7869
20240605,03,11110,200137.5522
20240605,03,11140,170676.1995
20240605,03,11170,236200.8895
20240605,03,11200,319283.7133
20240605,03,11215,368452.9552
20240605,03,11230,356248.8195
20240605,03,11260,367330.4491
20240605,03,11290,445248.1799
20240605,03,11305,289620.2728
20240605,03,11320,274832.6661
20240605,03,11350,506987.0888
20240605,03,11380,460644.6743
20240605,03,11410,350523.3039
20240605,03,11440,406138.6852
20240605,03,11470,386330.614
20240605,03,11500,545511.1392
20240605,03,11530,389718.0309
20240605,03,11545,204434.8486
20240605,03,11560,418561.8916
20240605,03,11590,401301.993
20240605,03,11620,500894.3096
20240605,03,11650,466685.4728
20240605,03,11680,680536.4408
20240605,03,11710,717681.2616
20240605,03,11740,533621.5875
20240605,04,11110,201753.0765
20240605,04,11140,169739.6753
20240605,04,11170,237658.8302
20240605,04,11200,320251.5013
20240605,04,11215,368219.9491
20240605,04,11230,357592.9156
20240605,04,11260,366434.0608
20240605,04,11290,445573.0125
20240605,04,11305,288475.7064
20240605,04,11320,273732.7572
20240605,04,11350,505168.7945
20240605,04,11380,458721.6344
20240605,04,11410,350724.8281
20240605,04,11440,405987.7517
20240605,04,11470,386075.0808
20240605,04,11500,547462.7347
20240605,04,11530,389798.6688
20240605,04,11545,204003.8554
20240605,04,11560,420209.0716
20240605,04,11590,400301.9535
20240605,04,11620,499265.1241
20240605,04,11650,469011.99
20240605,04,11680,681784.542
20240605,04,11710,717018.743
20240605,04,11740,533173.9885
20240605,05,11110,205700.1
20240605,05,11140,172367.5849
20240605,05,11170,243332.3867
20240605,05,11200,325085.1822
20240605,05,11215,368096.401
20240605,05,11230,358174.8599
20240605,05,11260,362113.4188
20240605,05,11290,444136.1308
20240605,05,11305,284649.2806
20240605,05,11320,271843.5476
20240605,05,11350,501588.8806
20240605,05,11380,454345.5762
20240605,05,11410,349965.2254
20240605,05,11440,409754.5695
20240605,05,11470,384194.1832
20240605,05,11500,550840.9299
20240605,05,11530,385839.7096
20240605,05,11545,202218.2458
20240605,05,11560,422648.207
20240605,05,11590,400762.6129
20240605,05,11620,495987.0181
20240605,05,11650,480453.9945
20240605,05,11680,687803.8331
20240605,05,11710,717371.3135
20240605,05,11740,531820.2842
20240605,06,11110,220066.7967
20240605,06,11140,192222.2714
20240605,06,11170,255178.5268
20240605,06,11200,330253.16
20240605,06,11215,366909.9323
20240605,06,11230,358567.6849
20240605,06,11260,353621.4969
20240605,06,11290,437979.6201
20240605,06,11305,277751.3091
20240605,06,11320,266087.2144
20240605,06,11350,490398.165
20240605,06,11380,443670.1203
20240605,06,11410,351391.5303
20240605,06,11440,414054.3933
20240605,06,11470,376114.4371
20240605,06,11500,554468.2568
20240605,06,11530,383209.0573
20240605,06,11545,205666.217
20240605,06,11560,433987.926
20240605,06,11590,396454.4778
20240605,06,11620,487079.3253
20240605,06,11650,514714.1656
20240605,06,11680,716705.1592
20240605,06,11710,719806.8389
20240605,06,11740,525770.9148
20240605,07,11110,256586.3376
20240605,07,11140,246545.7071
20240605,07,11170,272181.2771
20240605,07,11200,338012.0361
20240605,07,11215,366977.9291
20240605,07,11230,360548.9204
20240605,07,11260,339483.7615
20240605,07,11290,424391.0261
20240605,07,11305,267364.2965
20240605,07,11320,258694.3898
20240605,07,11350,476418.5909
20240605,07,11380,425076.739
20240605,07,11410,359203.2392
20240605,07,11440,420725.295
20240605,07,11470,359918.0346
20240605,07,11500,552608.9327
20240605,07,11530,389724.6153
20240605,07,11545,214505.0723
20240605,07,11560,472285.3884
20240605,07,11590,387788.0174
20240605,07,11620,469349.633
20240605,07,11650,564592.0701
20240605,07,11680,776495.1059
20240605,07,11710,719951.8407
20240605,07,11740,510265.3346
20240605,08,11110,305570.0938
20240605,08,11140,338411.9846
20240605,08,11170,281790.5318
20240605,08,11200,351328.245
20240605,08,11215,355062.2034
20240605,08,11230,356317.0338
20240605,08,11260,315799.9058
20240605,08,11290,405851.792
20240605,08,11305,254057.4192
20240605,08,11320,244919.4249
20240605,08,11350,455940.5408
20240605,08,11380,391071.2237
20240605,08,11410,379452.9159
20240605,08,11440,432770.6807
20240605,08,11470,339919.0202
20240605,08,11500,538163.5113
20240605,08,11530,386725.1052
20240605,08,11545,231573.5085
20240605,08,11560,520212.3034
20240605,08,11590,365205.2834
20240605,08,11620,435108.6353
20240605,08,11650,622943.7683
20240605,08,11680,877996.5799
20240605,08,11710,721900.4874
20240605,08,11740,487175.667
20240605,09,11110,337981.4651
20240605,09,11140,381264.9189
20240605,09,11170,287758.5875
20240605,09,11200,355379.0732
20240605,09,11215,345852.8549
20240605,09,11230,352174.9245
20240605,09,11260,303114.8032
20240605,09,11290,395505.2593
20240605,09,11305,246394.5955
20240605,09,11320,235399.4478
20240605,09,11350,446316.8393
20240605,09,11380,371537.1379
20240605,09,11410,390553.8881
20240605,09,11440,447429.644
20240605,09,11470,328266.5111
20240605,09,11500,532661.6174
20240605,09,11530,381959.4288
20240605,09,11545,241359.4651
20240605,09,11560,537145.4971
20240605,09,11590,349741.5842
20240605,09,11620,415219.64
20240605,09,11650,661141.4164
20240605,09,11680,968290.8664
20240605,09,11710,725557.6037
20240605,09,11740,470270.6003
20240605,10,11110,357128.8674
20240605,10,11140,406379.3438
20240605,10,11170,292582.4846
20240605,10,11200,357748.0623
20240605,10,11215,344574.8875
20240605,10,11230,351157.1526
20240605,10,11260,295698.0998
20240605,10,11290,394283.5416
20240605,10,11305,242102.8264
20240605,10,11320,230665.2301
20240605,10,11350,441608.7262
20240605,10,11380,361628.4634
20240605,10,11410,396316.5798
20240605,10,11440,454709.3836
20240605,10,11470,322289.4602
20240605,10,11500,528540.3137
20240605,10,11530,377781.8072
20240605,10,11545,242247.7608
20240605,10,11560,541348.0189
20240605,10,11590,345396.9073
20240605,10,11620,407383.3541
20240605,10,11650,676081.6702
20240605,10,11680,1003735.055
20240605,10,11710,722969.9184
20240605,10,11740,460407.4688
20240605,11,11110,397693.7088
20240605,11,11140,445413.556
20240605,11,11170,301870.6675
20240605,11,11200,360431.477
20240605,11,11215,340997.8782
20240605,11,11230,354805.6382
20240605,11,11260,286575.5877
20240605,11,11290,391276.1258
20240605,11,11305,237853.5018
20240605,11,11320,225250.9273
20240605,11,11350,432447.6477
20240605,11,11380,349683.9865
20240605,11,11410,393228.6193
20240605,11,11440,465494.9649
20240605,11,11470,313343.5756
20240605,11,11500,521957.032
20240605,11,11530,373020.3821
20240605,11,11545,243120.0275
20240605,11,11560,553737.3482
20240605,11,11590,336329.113
20240605,11,11620,396112.7179
20240605,11,11650,694766.065
20240605,11,11680,1049057.576
20240605,11,11710,721060.7546
20240605,11,11740,450023.082
20240605,12,11110,407430.0356
20240605,12,11140,458950.7039
20240605,12,11170,303523.691
20240605,12,11200,365599.6595
20240605,12,11215,338383.4134
20240605,12,11230,353282.3843
20240605,12,11260,284312.2154
20240605,12,11290,389376.5475
20240605,12,11305,235009.98
20240605,12,11320,221692.0807
20240605,12,11350,427557.4555
20240605,12,11380,343262.4131
20240605,12,11410,400442.8074
20240605,12,11440,471976.4431
20240605,12,11470,309842.9396
20240605,12,11500,519569.5567
20240605,12,11530,372650.9928
20240605,12,11545,246615.6727
20240605,12,11560,558994.3132
20240605,12,11590,333883.6888
20240605,12,11620,389867.1648
20240605,12,11650,707860.9554
20240605,12,11680,1070284.459
20240605,12,11710,718990.1201
20240605,12,11740,444568.8474
20240605,13,11110,408339.6079
20240605,13,11140,464879.0468
20240605,13,11170,303350.0211
20240605,13,11200,365636.5882
20240605,13,11215,340123.9438
20240605,13,11230,352201.1504
20240605,13,11260,281631.2251
20240605,13,11290,389904.8231
20240605,13,11305,233504.2216
20240605,13,11320,219150.2908
20240605,13,11350,429856.9762
20240605,13,11380,339926.6342
20240605,13,11410,411125.0226
20240605,13,11440,476783.8587
20240605,13,11470,309617.1139
20240605,13,11500,518595.5737
20240605,13,11530,370943.8332
20240605,13,11545,246560.0516
20240605,13,11560,560936.5052
20240605,13,11590,334190.7675
20240605,13,11620,384003.31
20240605,13,11650,714027.1317
20240605,13,11680,1085001.074
20240605,13,11710,720335.9273
20240605,13,11740,443956.0734
20240605,14,11110,408608.1705
20240605,14,11140,459444.2253
20240605,14,11170,301994.0638
20240605,14,11200,367257.5005
20240605,14,11215,341587.7895
20240605,14,11230,351510.5617
20240605,14,11260,283000.7218
20240605,14,11290,392074.1762
20240605,14,11305,232181.6509
20240605,14,11320,219318.1532
20240605,14,11350,431857.2111
20240605,14,11380,340832.6998
20240605,14,11410,409972.385
20240605,14,11440,478434.196
20240605,14,11470,312334.0747
20240605,14,11500,516527.3212
20240605,14,11530,371383.2194
20240605,14,11545,247386.7681
20240605,14,11560,558455.9118
20240605,14,11590,335492.5953
20240605,14,11620,381096.8183
20240605,14,11650,719235.9355
20240605,14,11680,1089061.201
20240605,14,11710,722861.3206
20240605,14,11740,447213.7715
20240605,15,11110,397471.5568
20240605,15,11140,447507.8773
20240605,15,11170,304298.2105
20240605,15,11200,366334.0449
20240605,15,11215,342376.0169
20240605,15,11230,348052.1241
20240605,15,11260,286672.4057
20240605,15,11290,393366.2161
20240605,15,11305,234297.3448
20240605,15,11320,221251.6819
20240605,15,11350,433969.5174
20240605,15,11380,345546.5074
20240605,15,11410,404944.1171
20240605,15,11440,480165.0856
20240605,15,11470,316029.9698
20240605,15,11500,516249.0021
20240605,15,11530,372043.5298
20240605,15,11545,246840.7797
20240605,15,11560,555072.0482
20240605,15,11590,335814.5982
20240605,15,11620,383745.9741
20240605,15,11650,715424.5561
20240605,15,11680,1082908.405
20240605,15,11710,717798.5439
20240605,15,11740,449601.0211
20240605,16,11110,381533.7651
20240605,16,11140,428246.6829
20240605,16,11170,306037.2598
20240605,16,11200,367748.1843
20240605,16,11215,343857.6108
20240605,16,11230,344742.5497
20240605,16,11260,292609.2545
20240605,16,11290,395385.2814
20240605,16,11305,237527.639
20240605,16,11320,225609.8219
20240605,16,11350,433354.5687
20240605,16,11380,351260.1878
20240605,16,11410,397016.8955
20240605,16,11440,481293.7196
20240605,16,11470,324683.4838
20240605,16,11500,517905.7864
20240605,16,11530,374763.6869
20240605,16,11545,245412.1913
20240605,16,11560,551064.5717
20240605,16,11590,338804.3338
20240605,16,11620,387981.7997
20240605,16,11650,705025.1556
20240605,16,11680,1064568.736
20240605,16,11710,719792.9602
20240605,16,11740,450291.8997
20240605,17,11110,363224.7561
20240605,17,11140,395731.2282
20240605,17,11170,304861.9099
20240605,17,11200,365319.8802
20240605,17,11215,351720.4794
20240605,17,11230,343830.5407
20240605,17,11260,299165.1815
20240605,17,11290,399400.5353
20240605,17,11305,241719.3513
20240605,17,11320,228590.1071
20240605,17,11350,438335.3159
20240605,17,11380,361026.3089
20240605,17,11410,383281.779
20240605,17,11440,484849.9727
20240605,17,11470,333929.8584
20240605,17,11500,517731.5205
20240605,17,11530,378739.2838
20240605,17,11545,237516.8882
20240605,17,11560,537176.2347
20240605,17,11590,346435.154
20240605,17,11620,396705.2897
20240605,17,11650,690379.5825
20240605,17,11680,1026025.965
20240605,17,11710,726838.5259
20240605,17,11740,453925.2291
20240605,18,11110,330683.876
20240605,18,11140,330345.9029
20240605,18,11170,297537.319
20240605,18,11200,356986.6992
20240605,18,11215,370191.0067
20240605,18,11230,343048.0766
20240605,18,11260,313711.9522
20240605,18,11290,409320.5797
20240605,18,11305,250094.7134
20240605,18,11320,238049.4127
20240605,18,11350,453825.5156
20240605,18,11380,383799.8335
20240605,18,11410,360758.2943
20240605,18,11440,487331.7134
20240605,18,11470,345058.365
20240605,18,11500,519204.0211
20240605,18,11530,383713.5178
20240605,18,11545,219250.3641
20240605,18,11560,504020.0827
20240605,18,11590,365087.9346
20240605,18,11620,418240.0199
20240605,18,11650,656498.4445
20240605,18,11680,942538.9297
20240605,18,11710,733544.9519
20240605,18,11740,467079.0576
20240605,19,11110,306328.6627
20240605,19,11140,289306.7387
20240605,19,11170,287958.1463
20240605,19,11200,343766.9905
20240605,19,11215,371207.0552
20240605,19,11230,341924.4295
20240605,19,11260,325281.2151
20240605,19,11290,415041.19
20240605,19,11305,260143.1539
20240605,19,11320,245327.4735
20240605,19,11350,467789.6416
20240605,19,11380,401363.144
20240605,19,11410,356152.1146
20240605,19,11440,481473.0282
20240605,19,11470,357537.3314
20240605,19,11500,518544.3858
20240605,19,11530,377658.0131
20240605,19,11545,207760.3568
20240605,19,11560,478919.8991
20240605,19,11590,370158.8146
20240605,19,11620,437261.039
20240605,19,11650,609877.2535
20240605,19,11680,867516.7746
20240605,19,11710,735841.6073
20240605,19,11740,482324.4714
20240605,20,11110,285626.4907
20240605,20,11140,261081.6758
20240605,20,11170,281932.1153
20240605,20,11200,335261.7816
20240605,20,11215,370831.5418
20240605,20,11230,342108.7903
20240605,20,11260,333582.0863
20240605,20,11290,419713.2954
20240605,20,11305,265757.6509
20240605,20,11320,251695.679
20240605,20,11350,476918.9221
20240605,20,11380,412005.4788
20240605,20,11410,352903.3097
20240605,20,11440,472966.8422
20240605,20,11470,363602.9609
20240605,20,11500,520351.2024
20240605,20,11530,379299.1224
20240605,20,11545,203397.4896
20240605,20,11560,463832.6475
20240605,20,11590,376422.1609
20240605,20,11620,448191.4608
20240605,20,11650,574660.7243
20240605,20,11680,825150.8867
20240605,20,11710,733132.4438
20240605,20,11740,490857.2048
20240605,21,11110,262201.9551
20240605,21,11140,236126.9838
20240605,21,11170,273066.1476
20240605,21,11200,331331.6396
20240605,21,11215,372445.141
20240605,21,11230,341844.0984
20240605,21,11260,340656.1676
20240605,21,11290,425008.7068
20240605,21,11305,271075.2034
20240605,21,11320,256586.0655
20240605,21,11350,483613.2258
20240605,21,11380,423518.3529
20240605,21,11410,347893.5573
20240605,21,11440,461803.0994
20240605,21,11470,369520.3492
20240605,21,11500,523774.2819
20240605,21,11530,382432.5461
20240605,21,11545,201076.1569
20240605,21,11560,452237.3887
20240605,21,11590,381204.5123
20240605,21,11620,459509.7323
20240605,21,11650,548430.4147
20240605,21,11680,787143.3866
20240605,21,11710,724762.5461
20240605,21,11740,499218.1106
20240605,22,11110,238521.4059
20240605,22,11140,213702.1607
20240605,22,11170,263240.7366
20240605,22,11200,328733.2966
20240605,22,11215,373014.3823
20240605,22,11230,344711.8362
20240605,22,11260,348427.6528
20240605,22,11290,430764.3631
20240605,22,11305,277388.31
20240605,22,11320,263347.0215
20240605,22,11350,486330.5687
20240605,22,11380,437066.2088
20240605,22,11410,344817.6546
20240605,22,11440,446877.1922
20240605,22,11470,371750.8651
20240605,22,11500,530382.4132
20240605,22,11530,385956.4714
20240605,22,11545,201460.7151
20240605,22,11560,439416.0072
20240605,22,11590,385307.7752
20240605,22,11620,472092.608
20240605,22,11650,515964.6848
20240605,22,11680,739252.7538
20240605,22,11710,711537.839
20240605,22,11740,509984.0449
20240605,23,11110,217951.9899
20240605,23,11140,186067.2279
20240605,23,11170,252540.1875
20240605,23,11200,321313.1026
20240605,23,11215,365961.43
20240605,23,11230,344900.4115
20240605,23,11260,355675.3984
20240605,23,11290,431485.0711
20240605,23,11305,283669.4491
20240605,23,11320,266380.4063
20240605,23,11350,496926.8207
20240605,23,11380,448381.166
20240605,23,11410,346838.8283
20240605,23,11440,430305.1097
20240605,23,11470,374377.0134
20240605,23,11500,533981.4632
20240605,23,11530,383111.8215
20240605,23,11545,198941.0549
20240605,23,11560,421370.7222
20240605,23,11590,388758.162
20240605,23,11620,483362.0159
20240605,23,11650,480553.0482
20240605,23,11680,703301.7345
20240605,23,11710,713204.2885
20240605,23,11740,515336.2585
20240604,00,11110,202677.4757
20240604,00,11140,174743.1445
20240604,00,11170,240701.9415
20240604,00,11200,324262.4924
20240604,00,11215,370672.4659
20240604,00,11230,354242.1447
20240604,00,11260,365940.7352
20240604,00,11290,444105.6738
20240604,00,11305,288382.5242
20240604,00,11320,273014.2331
20240604,00,11350,507479.5413
20240604,00,11380,459249.8759
20240604,00,11410,352254.3297
20240604,00,11440,411656.6242
20240604,00,11470,384616.2537
20240604,00,11500,546100.6055
20240604,00,11530,391160.4751
20240604,00,11545,203942.4376
20240604,00,11560,418806.4886
20240604,00,11590,397721.0846
20240604,00,11620,499726.9923
20240604,00,11650,469958.3317
20240604,00,11680,683353.7009
20240604,00,11710,723545.0107
20240604,00,11740,528988.3035
20240604,01,11110,201639.9563
20240604,01,11140,172240.3083
20240604,01,11170,239902.9479
20240604,01,11200,323655.775
20240604,01,11215,370594.4537
20240604,01,11230,355657.7172
20240604,01,11260,366973.2487
20240604,01,11290,444424.6844
20240604,01,11305,289170.461
20240604,01,11320,273612.7387
20240604,01,11350,508387.7263
20240604,01,11380,460808.947
20240604,01,11410,351299.5719
20240604,01,11440,409611.8032
20240604,01,11470,385434.8667
20240604,01,11500,546396.7536
20240604,01,11530,391176.5219
20240604,01,11545,203842.1055
20240604,01,11560,417347.9696
20240604,01,11590,398953.6144
20240604,01,11620,500398.3907
20240604,01,11650,467537.7786
20240604,01,11680,678498.2631
20240604,01,11710,723693.4639
20240604,01,11740,529992.0439
20240604,02,11110,200815.4482
20240604,02,11140,169914.8568
20240604,02,11170,239364.5327
20240604,02,11200,323262.4431
20240604,02,11215,371081.4094
20240604,02,11230,356507.6748
20240604,02,11260,367621.8085
20240604,02,11290,445396.121
20240604,02,11305,289937.2546
20240604,02,11320,274064.46
20240604,02,11350,508599.6926
20240604,02,11380,461503.2383
20240604,02,11410,351383.9782
20240604,02,11440,408956.6756
20240604,02,11470,385770.1288
20240604,02,11500,546663.4396
20240604,02,11530,391637.658
20240604,02,11545,204313.954
20240604,02,11560,416196.762
20240604,02,11590,399305.4436
20240604,02,11620,501658.0528
20240604,02,11650,466648.2322
20240604,02,11680,675260.8359
20240604,02,11710,723199.5499
20240604,02,11740,531478.5097
20240604,03,11110,200270.2356
20240604,03,11140,168406.5098
20240604,03,11170,239332.0587
20240604,03,11200,323687.8415
20240604,03,11215,371388.7977
20240604,03,11230,356825.3944
20240604,03,11260,368071.1665
20240604,03,11290,446127.3191
20240604,03,11305,290079.0562
20240604,03,11320,274423.4884
20240604,03,11350,508885.4661
20240604,03,11380,461500.1343
20240604,03,11410,350531.8551
20240604,03,11440,409198.4921
20240604,03,11470,386183.994
20240604,03,11500,547079.1173
20240604,03,11530,391191.4751
20240604,03,11545,204474.5757
20240604,03,11560,416850.6363
20240604,03,11590,399354.104
20240604,03,11620,501769.2132
20240604,03,11650,465875.1565
20240604,03,11680,673214.2164
20240604,03,11710,723321.1685
20240604,03,11740,531537.1427
20240604,04,11110,202520.1126
20240604,04,11140,168312.1117
20240604,04,11170,240560.7469
20240604,04,11200,323858.2994
20240604,04,11215,370983.0769
20240604,04,11230,358629.0103
20240604,04,11260,366937.9515
20240604,04,11290,446207.2127
20240604,04,11305,288601.3792
20240604,04,11320,273116.0717
20240604,04,11350,507786.6569
20240604,04,11380,459655.0932
20240604,04,11410,351004.7839
20240604,04,11440,408750.174
20240604,04,11470,386490.1905
20240604,04,11500,548349.1135
20240604,04,11530,390952.6966
20240604,04,11545,203613.4489
20240604,04,11560,418225.8577
20240604,04,11590,398696.7536
20240604,04,11620,500736.7129
20240604,04,11650,468719.8651
20240604,04,11680,674719.8501
20240604,04,11710,723425.1661
20240604,04,11740,531173.5527
20240604,05,11110,206616.3544
20240604,05,11140,170893.654
20240604,05,11170,246192.5781
20240604,05,11200,329083.5504
20240604,05,11215,370191.4759
20240604,05,11230,359031.4175
20240604,05,11260,362762.6655
20240604,05,11290,445409.3384
20240604,05,11305,284741.1102
20240604,05,11320,271849.7349
20240604,05,11350,503073.3696
20240604,05,11380,455588.3843
20240604,05,11410,350897.2588
20240604,05,11440,413238.8701
20240604,05,11470,384016.2154
20240604,05,11500,552653.5275
20240604,05,11530,387636.362
20240604,05,11545,202598.0304
20240604,05,11560,421275.7993
20240604,05,11590,399524.8759
20240604,05,11620,497578.8073
20240604,05,11650,481669.0569
20240604,05,11680,683484.6028
20240604,05,11710,724260.0605
20240604,05,11740,531076.4571
20240604,06,11110,222028.3607
20240604,06,11140,191336.0437
20240604,06,11170,258073.6981
20240604,06,11200,332277.9166
20240604,06,11215,369233.9087
20240604,06,11230,360573.9338
20240604,06,11260,354326.9546
20240604,06,11290,439086.2838
20240604,06,11305,278091.3877
20240604,06,11320,266507.463
20240604,06,11350,492040.1483
20240604,06,11380,445574.5828
20240604,06,11410,352080.1583
20240604,06,11440,417243.8928
20240604,06,11470,378035.4293
20240604,06,11500,556037.2967
20240604,06,11530,385548.05
20240604,06,11545,206324.0097
20240604,06,11560,433919.891
20240604,06,11590,394513.3197
20240604,06,11620,488759.0689
20240604,06,11650,517990.2415
20240604,06,11680,715148.1827
20240604,06,11710,726023.6789
20240604,06,11740,525378.6527
20240604,07,11110,261810.676
20240604,07,11140,250892.8743
20240604,07,11170,274826.8724
20240604,07,11200,340513.7135
20240604,07,11215,368365.4961
20240604,07,11230,360331.2952
20240604,07,11260,339881.3592
20240604,07,11290,424174.3133
20240604,07,11305,266963.245
20240604,07,11320,257481.0481
20240604,07,11350,478849.949
20240604,07,11380,425502.3453
20240604,07,11410,362370.0382
20240604,07,11440,423566.1944
20240604,07,11470,359914.7473
20240604,07,11500,554022.4027
20240604,07,11530,389799.3301
20240604,07,11545,217572.0825
20240604,07,11560,480672.7862
20240604,07,11590,385622.7488
20240604,07,11620,468811.2403
20240604,07,11650,578030.4405
20240604,07,11680,785175.8823
20240604,07,11710,724189.4254
20240604,07,11740,512024.419
20240604,08,11110,315792.4911
20240604,08,11140,353643.5155
20240604,08,11170,287625.0121
20240604,08,11200,355115.1503
20240604,08,11215,356917.7662
20240604,08,11230,356551.3531
20240604,08,11260,314461.9142
20240604,08,11290,403537.6049
20240604,08,11305,250811.5365
20240604,08,11320,242317.0533
20240604,08,11350,457657.2913
20240604,08,11380,389470.3738
20240604,08,11410,388054.0465
20240604,08,11440,435519.0113
20240604,08,11470,336327.1982
20240604,08,11500,537788.6514
20240604,08,11530,386463.6147
20240604,08,11545,239305.9084
20240604,08,11560,535414.1149
20240604,08,11590,361123.1593
20240604,08,11620,429909.3444
20240604,08,11650,642070.6468
20240604,08,11680,916840.7469
20240604,08,11710,726769.2242
20240604,08,11740,482308.2886
20240604,09,11110,359151.041
20240604,09,11140,415014.0486
20240604,09,11170,295649.4055
20240604,09,11200,360775.6617
20240604,09,11215,346367.2851
20240604,09,11230,353126.5731
20240604,09,11260,298720.2518
20240604,09,11290,390649.1717
20240604,09,11305,242483.3696
20240604,09,11320,232115.2526
20240604,09,11350,445426.3696
20240604,09,11380,365910.8712
20240604,09,11410,403390.27
20240604,09,11440,452816.2998
20240604,09,11470,323054.7262
20240604,09,11500,530071.3712
20240604,09,11530,378500.786
20240604,09,11545,249688.1891
20240604,09,11560,551601.3546
20240604,09,11590,341835.4107
20240604,09,11620,403210.5977
20240604,09,11650,684650.6187
20240604,09,11680,1029447.174
20240604,09,11710,724559.6895
20240604,09,11740,462811.1606
20240604,10,11110,381982.9678
20240604,10,11140,441739.6258
20240604,10,11170,300439.4506
20240604,10,11200,364270.183
20240604,10,11215,345163.4589
20240604,10,11230,352805.4489
20240604,10,11260,291018.6247
20240604,10,11290,389741.0124
20240604,10,11305,237980.2628
20240604,10,11320,226972.2529
20240604,10,11350,439278.989
20240604,10,11380,354818.1675
20240604,10,11410,411359.2977
20240604,10,11440,461120.4782
20240604,10,11470,315429.8899
20240604,10,11500,527357.4932
20240604,10,11530,376242.4191
20240604,10,11545,253086.0926
20240604,10,11560,556348.8327
20240604,10,11590,335895.9318
20240604,10,11620,395528.4268
20240604,10,11650,704329.5556
20240604,10,11680,1070713.808
20240604,10,11710,722568.7436
20240604,10,11740,451463.2992
20240604,11,11110,411422.9507
20240604,11,11140,463012.9522
20240604,11,11170,304422.8967
20240604,11,11200,362697.4465
20240604,11,11215,342969.2152
20240604,11,11230,354417.7461
20240604,11,11260,285573.4008
20240604,11,11290,389657.9419
20240604,11,11305,236956.0131
20240604,11,11320,223712.4697
20240604,11,11350,435447.7002
20240604,11,11380,347606.2902
20240604,11,11410,402413.8829
20240604,11,11440,466459.4637
20240604,11,11470,310283.0237
20240604,11,11500,522523.3425
20240604,11,11530,372926.854
20240604,11,11545,251210.1716
20240604,11,11560,563036.7426
20240604,11,11590,331746.5417
20240604,11,11620,391887.6478
20240604,11,11650,709344.6023
20240604,11,11680,1093325.267
20240604,11,11710,718538.9509
20240604,11,11740,445103.3509
20240604,12,11110,419133.3724
20240604,12,11140,473698.1752
20240604,12,11170,303263.0942
20240604,12,11200,368420.3673
20240604,12,11215,341202.7376
20240604,12,11230,353380.7554
20240604,12,11260,284485.7707
20240604,12,11290,389331.2324
20240604,12,11305,235532.5351
20240604,12,11320,221963.6395
20240604,12,11350,432346.4336
20240604,12,11380,343715.3246
20240604,12,11410,406868.13
20240604,12,11440,472205.5896
20240604,12,11470,307827.8773
20240604,12,11500,518475.7803
20240604,12,11530,373321.8764
20240604,12,11545,252268.0546
20240604,12,11560,567603.1329
20240604,12,11590,330593.8423
20240604,12,11620,389060.2327
20240604,12,11650,717593.8162
20240604,12,11680,1103637.364
20240604,12,11710,718088.3217
20240604,12,11740,440461.558
20240604,13,11110,419681.3883
20240604,13,11140,477048.8333
20240604,13,11170,304120.9001
20240604,13,11200,369277.1112
20240604,13,11215,341573.6169
20240604,13,11230,353458.5036
20240604,13,11260,281873.7207
20240604,13,11290,390234.3729
20240604,13,11305,234701.3488
20240604,13,11320,219784.4095
20240604,13,11350,433143.2569
20240604,13,11380,340619.5661
